run_index,run_id,scheme,layout,schedule,length,mults,jobs,fixture_seed,fixture_fnv1a64,repetitions,verified_measured_output_coefficients,openfhe_version,compiler,hardware_threads,omp_num_threads,process_elapsed_seconds,plaintext_modulus,ring_dimension,parameter_multiplicative_depth,ctct_depth,ciphertext_q_bits,ciphertext_q_log2,ciphertext_q_towers,ciphertext_q_primes,key_switching_p_bits,key_switching_p_primes,key_switching_qp_bits,output_q_towers,key_switching_technique,secret_key_distribution,scaling_technique,encryption_technique,multiplication_technique,evaluation_points,integer_low_coefficient_bound,jobs_per_ciphertext_capacity,ciphertext_batches,input_ciphertexts,output_ciphertexts,ctct_calls_per_trial,rotation_calls,bootstrap_calls,security_requested,independent_security_certification,public_key_bytes,relinearization_key_bytes,input_bytes,output_bytes,peak_rss_bytes,setup_ms,precomputation_ms,encode_ms_median,encode_ms_min,encode_ms_max,encrypt_ms_median,encrypt_ms_min,encrypt_ms_max,eval_ms_median,eval_ms_min,eval_ms_max,decrypt_ms_median,decrypt_ms_min,decrypt_ms_max,decode_ms_median,decode_ms_min,decode_ms_max,end_to_end_ms_median,end_to_end_ms_min,end_to_end_ms_max,eval_jobs_per_second_median,eval_jobs_per_second_min,eval_jobs_per_second_max,end_to_end_jobs_per_second_median,end_to_end_jobs_per_second_min,end_to_end_jobs_per_second_max,case_path,case_sha256
1,leveled-main-v2,BFV,native,sequential,8,2,16,11,16427511470842468147,7,896,1.5.1,16.1.0,32,1,2.5844872999987274,2,8192,2,2,120,120.0,2,"[""1152921504606830593"",""1152921504606748673""]",0,[],120,2,BV,UNIFORM_TERNARY,NORESCALE,STANDARD,HPSPOVERQLEVELED,22,36,1,16,48,16,32,0,0,HEStd_128_classic,False,262967,525405,12624528,4211376,60329984,10.3022,0.0086,56.5869,56.2046,57.0191,116.7167,115.8902,117.3304,134.8574,133.3808,135.121,4.027,3.9837,4.0474,0.0318,0.0306,0.0359,312.2227,309.75,313.15090000000004,118.64384156894614,118.41238593556885,119.95729520290777,51.245473183083746,51.09357820782248,51.6545601291364,Code/experiments/leveled_jet_comparison/results/leveled-main-v2/040-BFV-native-e8-d2-j16-sequential.json,f0d016e993b5bd5e54a728441dfffb26b54ebf5a42ec1b00290ba4ec2502441f
1,leveled-main-v2,BFV,packed_terminal,sequential,8,2,16,11,16427511470842468147,7,896,1.5.1,16.1.0,32,1,0.24858119999953487,65537,8192,2,2,180,180.0,3,"[""1152921504606830593"",""1152921504606748673"",""1152921504606683137""]",0,[],180,3,BV,UNIFORM_TERNARY,NORESCALE,STANDARD,HPSPOVERQLEVELED,22,36,372,1,3,1,2,0,0,HEStd_128_classic,False,394161,1181191,1182615,394461,18849792,16.7323,0.038,1.033,0.9856,1.2959,10.3648,10.2498,10.9944,15.0872,14.7878,15.5101,0.6482,0.615,0.7378,0.0072,0.0068,0.0093,27.224800000000002,26.958999999999996,27.8453,1060.5016172649664,1031.5858698525478,1081.9729777248813,587.6994505010138,574.6032544091821,593.4938239548945,Code/experiments/leveled_jet_comparison/results/leveled-main-v2/019-BFV-packed_terminal-e8-d2-j16-sequential.json,6650f2f20232af00eb0ff6ada696467dffd85cc32b609c02a3dafb3a9caef8a5
1,leveled-main-v2,BGV,native,sequential,8,2,16,11,16427511470842468147,7,896,1.5.1,16.1.0,32,1,2.5971926000001986,2,8192,2,2,76,75.135785,4,"[""65537"",""2277377"",""2424833"",""114689""]",60,"[""1152921504606830593""]",136,2,HYBRID,UNIFORM_TERNARY,FLEXIBLEAUTOEXT,STANDARD,HPS,22,36,1,16,48,16,32,0,0,HEStd_128_classic,False,525339,1312681,25218384,4211504,81022976,13.84,0.0103,96.9098,95.6237,97.1638,105.4601,104.1203,106.157,105.1367,104.6394,105.6405,4.7528,4.7079,4.8479,0.034,0.0321,0.0389,312.36410000000006,310.46119999999996,313.0557,152.18282483661747,151.45706428879075,152.90607553177867,51.22227554318821,51.10911572605131,51.53623061432476,Code/experiments/leveled_jet_comparison/results/leveled-main-v2/001-BGV-native-e8-d2-j16-sequential.json,fca08051556d60b07066c85ef99539dbf77d3b0b6504df35f67b9234b31a9095
1,leveled-main-v2,BGV,packed_terminal,sequential,8,2,16,11,16427511470842468147,7,896,1.5.1,16.1.0,32,1,0.3386160000009113,65537,16384,2,2,123,122.322789,4,"[""2148728833"",""137439510529"",""137439870977"",""163841""]",120,"[""1152921497895862273"",""1152921422732787713""]",243,2,HYBRID,UNIFORM_TERNARY,FLEXIBLEAUTOEXT,STANDARD,HPS,22,36,744,1,3,1,2,0,0,HEStd_128_classic,False,1049627,3147877,3149013,525371,30416896,32.5677,0.041,2.5523,2.5193,2.5877,15.5641,15.429,16.4697,16.8034,16.4225,17.1203,0.8774,0.8311,0.9047,0.0071,0.007,0.0086,35.7986,35.3257,36.8097,952.1882476165538,934.563062563156,974.2731009286041,446.9448525920008,434.6680358709797,452.9280382271265,Code/experiments/leveled_jet_comparison/results/leveled-main-v2/072-BGV-packed_terminal-e8-d2-j16-sequential.json,6893f5718e74521ba3492325aa0d4cfa64fdfe5caae3b4091b81b5467a869da8
1,leveled-main-v2,BFV,native,sequential,8,4,1,11,4145174623637645568,7,56,1.5.1,16.1.0,32,1,0.46129389999987325,2,8192,4,4,180,180.0,3,"[""1152921504606830593"",""1152921504606748673"",""1152921504606683137""]",0,[],180,3,BV,UNIFORM_TERNARY,NORESCALE,STANDARD,HPSPOVERQLEVELED,36,330,1,1,5,1,4,0,0,HEStd_128_classic,False,394161,1181191,1971025,394285,21901312,16.1514,0.0051,7.9944,7.8328,8.2935,16.5938,16.3341,16.8465,28.1878,27.9768,28.7189,0.6118,0.5582,0.8315,0.0031,0.0026,0.0035,53.3548,52.9152,54.0514,35.47634082830161,34.82027514981423,35.74390209030339,18.74245616139504,18.500908394602174,18.898161586840832,Code/experiments/leveled_jet_comparison/results/leveled-main-v2/055-BFV-native-e8-d4-j1-sequential.json,cfd4117ebc04ab23ab6f0965bbf8b1f0dbe21b16654d25b97322da23e1eb9d30
1,leveled-main-v2,BFV,packed_terminal,sequential,8,4,1,11,4145174623637645568,7,56,1.5.1,16.1.0,32,1,1.075740100000985,65537,16384,4,4,240,240.0,4,"[""1152921504606748673"",""1152921504606683137"",""1152921504606584833"",""1152921504605962241""]",0,[],240,4,BV,UNIFORM_TERNARY,NORESCALE,STANDARD,HPSPOVERQLEVELED,36,330,455,1,5,1,4,0,0,HEStd_128_classic,False,1049643,4196405,5248435,1049807,40980480,47.9952,0.1166,4.2316,4.1283,4.3121,42.1118,41.2409,43.7995,76.6811,76.2603,78.1344,1.5891,1.4173,1.7232,0.0024,0.0018,0.003,124.2996,124.02180000000001,127.97180000000002,13.041023146511982,12.798460089282058,13.112982770851938,8.045078182069773,7.814221570689791,8.06309858428115,Code/experiments/leveled_jet_comparison/results/leveled-main-v2/031-BFV-packed_terminal-e8-d4-j1-sequential.json,329844401cf75363af2195f9a9aecf84c8dcf9fcc292609aa3d9ee78fe1c6654
1,leveled-main-v2,BGV,native,sequential,8,4,1,11,4145174623637645568,7,56,1.5.1,16.1.0,32,1,0.4816571000010299,2,8192,4,4,118,117.770257,6,"[""65537"",""2277377"",""2424833"",""2572289"",""2654209"",""114689""]",60,"[""1152921504606830593""]",178,2,HYBRID,UNIFORM_TERNARY,FLEXIBLEAUTOEXT,STANDARD,HPS,36,330,1,1,5,1,4,0,0,HEStd_128_classic,False,787711,2755431,3938775,263315,27947008,21.3321,0.0059,14.4211,14.1385,15.0072,17.263,16.9453,17.996,22.8951,22.6335,23.395,0.4138,0.3012,0.5597,0.003,0.0025,0.0031,55.14939999999999,54.143899999999995,56.079699999999995,43.67746810452892,42.744176106005554,44.18229615393112,18.13256354556895,17.831764435259107,18.469301250925774,Code/experiments/leveled_jet_comparison/results/leveled-main-v2/078-BGV-native-e8-d4-j1-sequential.json,3256fffe317933afd38a01b6db1c99ceefa28b13f91d1dbbbbf6dfbad36b9f4a
1,leveled-main-v2,BGV,packed_terminal,sequential,8,4,1,11,4145174623637645568,7,56,1.5.1,16.1.0,32,1,0.8003410000001168,65537,16384,4,4,197,196.322815,6,"[""2148728833"",""137439510529"",""137439870977"",""137440198657"",""137440264193"",""163841""]",120,"[""1152921497895862273"",""1152921422732787713""]",317,2,HYBRID,UNIFORM_TERNARY,FLEXIBLEAUTOEXT,STANDARD,HPS,36,330,455,1,5,1,4,0,0,HEStd_128_classic,False,1574159,6294653,7871015,525483,47255552,53.3455,0.1099,5.9373,5.8416,5.976,34.232,33.0833,34.4252,49.0912,48.825,49.3642,0.8784,0.8348,0.9082,0.0023,0.0016,0.0024,90.2303,88.65969999999999,90.33359999999999,20.370249657779805,20.25759558546477,20.481310803891446,11.082751581231582,11.0700780219099,11.27908170228413,Code/experiments/leveled_jet_comparison/results/leveled-main-v2/014-BGV-packed_terminal-e8-d4-j1-sequential.json,f8d3691cd1f5ad4e56e3fbcf9b52762f7b30f7818d81e993e94af1c68a6bd380
1,leveled-main-v2,BFV,native,sequential,8,4,16,11,1911674713138256820,7,896,1.5.1,16.1.0,32,1,6.64403140000104,2,8192,4,4,180,180.0,3,"[""1152921504606830593"",""1152921504606748673"",""1152921504606683137""]",0,[],180,3,BV,UNIFORM_TERNARY,NORESCALE,STANDARD,HPSPOVERQLEVELED,36,330,1,16,80,16,64,0,0,HEStd_128_classic,False,394161,1181191,31536400,6308560,107782144,16.5338,0.0151,135.5929,127.3498,151.5821,262.544,247.9951,285.3655,415.7508,395.7398,461.3476,5.7405,5.4361,9.7572,0.0334,0.0325,0.0491,820.0898,776.9825000000001,893.7793999999999,38.48459221245034,34.68100841968182,40.43060617102449,19.510058532614355,17.90150903008058,20.592484386713984,Code/experiments/leveled_jet_comparison/results/leveled-main-v2/010-BFV-native-e8-d4-j16-sequential.json,8d204066f44824200cf617dbbd9414a637bff3c7ca740e1aca3535e243343520
1,leveled-main-v2,BFV,packed_terminal,sequential,8,4,16,11,1911674713138256820,7,896,1.5.1,16.1.0,32,1,1.0640726999990875,65537,16384,4,4,240,240.0,4,"[""1152921504606748673"",""1152921504606683137"",""1152921504606584833"",""1152921504605962241""]",0,[],240,4,BV,UNIFORM_TERNARY,NORESCALE,STANDARD,HPSPOVERQLEVELED,36,330,455,1,5,1,4,0,0,HEStd_128_classic,False,1049643,4196405,5248435,1049807,40988672,44.52,0.1165,4.1789,4.1378,4.2863,41.9418,41.7498,43.2789,76.8667,76.1305,78.0485,1.5945,1.3306,1.9204,0.0102,0.0093,0.0108,124.8123,123.69149999999999,126.00409999999998,208.15255500756507,205.00073672139757,210.16543960699065,128.19249384876332,126.97999509539771,129.35407849367178,Code/experiments/leveled_jet_comparison/results/leveled-main-v2/021-BFV-packed_terminal-e8-d4-j16-sequential.json,5a493546db6a38ca515c6c1dd3bbf03245a5a00cccde16da99ad2d35a3543a84
1,leveled-main-v2,BGV,native,sequential,8,4,16,11,1911674713138256820,7,896,1.5.1,16.1.0,32,1,6.768286399999852,2,8192,4,4,118,117.770257,6,"[""65537"",""2277377"",""2424833"",""2572289"",""2654209"",""114689""]",60,"[""1152921504606830593""]",178,2,HYBRID,UNIFORM_TERNARY,FLEXIBLEAUTOEXT,STANDARD,HPS,36,330,1,16,80,16,64,0,0,HEStd_128_classic,False,787711,2755431,63020400,4213040,158801920,21.3471,0.017,238.1085,227.0736,312.6091,238.8965,221.0966,251.9186,344.7212,320.5544,354.9036,5.1511,4.7879,5.2172,0.0328,0.0325,0.0332,827.796,774.9857999999999,886.0378000000001,46.41431974592801,45.08266470106249,49.91352481825238,19.32843357542196,18.057920328004062,20.645539569886314,Code/experiments/leveled_jet_comparison/results/leveled-main-v2/013-BGV-native-e8-d4-j16-sequential.json,c69de6725ce244e7a09cb8eab2d6c5429de9b0fa0a272094afbcd587c325acf4
1,leveled-main-v2,BGV,packed_terminal,sequential,8,4,16,11,1911674713138256820,7,896,1.5.1,16.1.0,32,1,0.7913955000003625,65537,16384,4,4,197,196.322815,6,"[""2148728833"",""137439510529"",""137439870977"",""137440198657"",""137440264193"",""163841""]",120,"[""1152921497895862273"",""1152921422732787713""]",317,2,HYBRID,UNIFORM_TERNARY,FLEXIBLEAUTOEXT,STANDARD,HPS,36,330,455,1,5,1,4,0,0,HEStd_128_classic,False,1574159,6294653,7871015,525483,47247360,53.3508,0.115,5.8174,5.695,5.9383,33.5781,32.4578,33.9784,49.0111,47.8217,49.4524,0.8479,0.8397,0.8708,0.0101,0.0096,0.0119,89.2321,87.49239999999999,89.90960000000001,326.456659817878,323.5434478407519,334.57614430269103,179.30767067008398,177.95652522088852,182.87302668574645,Code/experiments/leveled_jet_comparison/results/leveled-main-v2/002-BGV-packed_terminal-e8-d4-j16-sequential.json,a5bd6415fbaa5796bfa91fcbf717936f0590c258d7958df33cce556528a72206
1,leveled-main-v2,BFV,native,sequential,16,1,1,11,13302061523941909278,7,112,1.5.1,16.1.0,32,1,0.12946679999913613,2,8192,1,1,120,120.0,2,"[""1152921504606830593"",""1152921504606748673""]",0,[],120,2,BV,UNIFORM_TERNARY,NORESCALE,STANDARD,HPSPOVERQLEVELED,31,16,1,1,2,1,1,0,0,HEStd_128_classic,False,262967,525405,526022,263211,14897152,10.6308,0.0071,2.377,2.351,2.5744,5.296,5.1724,5.6703,4.9263,4.8439,5.234,0.4357,0.4194,0.5476,0.0027,0.0026,0.0031,13.0603,12.8405,13.886899999999999,202.99210360716967,191.05846388995033,206.44521976093645,76.56791957305728,72.01031187666074,77.8785872824267,Code/experiments/leveled_jet_comparison/results/leveled-main-v2/018-BFV-native-e16-d1-j1-sequential.json,67d2a54cb791193ab42bc97a897a8da952fbb24b36de00dd7088cced47a1771f
1,leveled-main-v2,BFV,packed_terminal,sequential,16,1,1,11,13302061523941909278,7,112,1.5.1,16.1.0,32,1,0.11058550000052492,65537,8192,1,1,120,120.0,2,"[""1152921504606830593"",""1152921504606748673""]",0,[],120,2,BV,UNIFORM_TERNARY,NORESCALE,STANDARD,HPSPOVERQLEVELED,31,16,264,1,2,1,1,0,0,HEStd_128_classic,False,262967,525405,526022,263211,14413824,10.1215,0.081,0.5194,0.502,0.5382,5.2338,5.2018,5.3917,4.8141,4.7711,5.1178,0.4141,0.4041,0.4281,0.0027,0.0025,0.0036,10.978999999999997,10.917399999999999,11.4108,207.72314659022456,195.39645941615538,209.5952715306743,91.08297659167503,87.63627440670243,91.5969003608918,Code/experiments/leveled_jet_comparison/results/leveled-main-v2/060-BFV-packed_terminal-e16-d1-j1-sequential.json,94927dd68bd2d96e5539cd4e3ed9ca63bc13f99867e09e09c34092e47a6747f6
1,leveled-main-v2,BGV,native,sequential,16,1,1,11,13302061523941909278,7,112,1.5.1,16.1.0,32,1,0.1141884000007849,2,8192,1,1,54,53.926331,3,"[""65537"",""2277377"",""114689""]",60,"[""1152921504606830593""]",114,2,HYBRID,UNIFORM_TERNARY,FLEXIBLEAUTOEXT,STANDARD,HPS,31,16,1,1,2,1,1,0,0,HEStd_128_classic,False,394145,1050293,788378,263163,15458304,12.006,0.0075,3.2578,3.1452,3.3171,4.5497,4.4713,4.8436,2.8958,2.811,3.1295,0.4903,0.4724,0.6753,0.0029,0.0028,0.0031,11.3057,11.1241,11.609800000000002,345.32771600248634,319.53986259785904,355.7452863749555,88.4509583661339,86.1341280642216,89.894912846882,Code/experiments/leveled_jet_comparison/results/leveled-main-v2/017-BGV-native-e16-d1-j1-sequential.json,56823f2dbb0ad3af9a8c4ea7f643552a0928b4f802b37f478fdcbc18cee18c88
1,leveled-main-v2,BGV,packed_terminal,sequential,16,1,1,11,13302061523941909278,7,112,1.5.1,16.1.0,32,1,0.11051080000106595,65537,8192,1,1,83,82.807556,3,"[""1073872897"",""68720050177"",""114689""]",120,"[""1152921497895862273"",""1152921422732787713""]",203,2,HYBRID,UNIFORM_TERNARY,FLEXIBLEAUTOEXT,STANDARD,HPS,31,16,264,1,2,1,1,0,0,HEStd_128_classic,False,394153,1312641,788394,263179,16035840,16.6125,0.0945,0.7376,0.7152,0.8295,5.0144,4.7898,5.2212,3.461,3.3244,3.737,0.6512,0.6113,0.7383,0.0036,0.0033,0.0042,9.9398,9.539,10.316100000000002,288.9338341519792,267.5943270002676,300.8061605101673,100.6056459888529,96.93585754306373,104.8327916972429,Code/experiments/leveled_jet_comparison/results/leveled-main-v2/029-BGV-packed_terminal-e16-d1-j1-sequential.json,7952ff25cea5c151203d7d15d62f8a1457859f6f69f169f66698edcd13754541
1,leveled-main-v2,BFV,native,sequential,16,1,16,11,15925532168896819544,7,1792,1.5.1,16.1.0,32,1,1.554851700000654,2,8192,1,1,120,120.0,2,"[""1152921504606830593"",""1152921504606748673""]",0,[],120,2,BV,UNIFORM_TERNARY,NORESCALE,STANDARD,HPSPOVERQLEVELED,31,16,1,16,32,16,16,0,0,HEStd_128_classic,False,262967,525405,8416352,4211376,46346240,10.1813,0.0102,37.0788,36.7999,37.2673,77.5081,77.1239,77.6029,67.6504,67.2169,67.9697,3.999,3.9922,4.0652,0.0339,0.0324,0.039,186.1124,185.60180000000003,186.518,236.510057590199,235.3990086759247,238.035375032172,85.9695538824925,85.78260543218349,86.2060605015684,Code/experiments/leveled_jet_comparison/results/leveled-main-v2/024-BFV-native-e16-d1-j16-sequential.json,47d95a423af708860e2f522b43960f4e8844b6ab2e4931944f42bbbd9a39ba2b
1,leveled-main-v2,BFV,packed_terminal,sequential,16,1,16,11,15925532168896819544,7,1792,1.5.1,16.1.0,32,1,0.11142880000079458,65537,8192,1,1,120,120.0,2,"[""1152921504606830593"",""1152921504606748673""]",0,[],120,2,BV,UNIFORM_TERNARY,NORESCALE,STANDARD,HPSPOVERQLEVELED,31,16,264,1,2,1,1,0,0,HEStd_128_classic,False,262967,525405,526022,263211,14442496,10.1819,0.0815,0.5336,0.5229,0.5778,5.2014,5.1462,5.5956,4.871,4.7976,4.9767,0.4815,0.4227,0.5298,0.0142,0.0136,0.0167,11.120899999999999,10.9914,11.537799999999999,3284.746458632724,3214.9818152591074,3335.0008337502086,1438.7324766880379,1386.7461734472777,1455.6835343996215,Code/experiments/leveled_jet_comparison/results/leveled-main-v2/016-BFV-packed_terminal-e16-d1-j16-sequential.json,032b44b556d2d01b0e4682bfb3c62f878f8abdb249e2e8bba47953486c9816c4
1,leveled-main-v2,BGV,native,sequential,16,1,16,11,15925532168896819544,7,1792,1.5.1,16.1.0,32,1,1.2837056000007578,2,8192,1,1,54,53.926331,3,"[""65537"",""2277377"",""114689""]",60,"[""1152921504606830593""]",114,2,HYBRID,UNIFORM_TERNARY,FLEXIBLEAUTOEXT,STANDARD,HPS,31,16,1,16,32,16,16,0,0,HEStd_128_classic,False,394145,1050293,12614048,4210608,52981760,11.6,0.0088,50.0963,49.9219,50.6019,60.3213,60.1226,61.4907,36.0009,35.6609,36.4672,4.8007,4.7408,4.946,0.0339,0.0324,0.0396,151.2689,150.85709999999997,152.4411,444.43333361110416,438.7504387504388,448.67067292188364,105.77190684932593,104.95857088409883,106.06063619146863,Code/experiments/leveled_jet_comparison/results/leveled-main-v2/073-BGV-native-e16-d1-j16-sequential.json,75ab6ae8f8ad6532d2232f40c6ab324d42680ee04c47e64296a838312e41c412
1,leveled-main-v2,BGV,packed_terminal,sequential,16,1,16,11,15925532168896819544,7,1792,1.5.1,16.1.0,32,1,0.10088050000013027,65537,8192,1,1,83,82.807556,3,"[""1073872897"",""68720050177"",""114689""]",120,"[""1152921497895862273"",""1152921422732787713""]",203,2,HYBRID,UNIFORM_TERNARY,FLEXIBLEAUTOEXT,STANDARD,HPS,31,16,264,1,2,1,1,0,0,HEStd_128_classic,False,394153,1312641,788394,263179,16080896,15.1512,0.0759,0.7111,0.7043,0.8855,4.625,4.3794,4.9225,3.1455,3.0272,3.3712,0.576,0.5532,0.7716,0.0144,0.0136,0.0176,9.1801,8.8478,9.4031,5086.631696073756,4746.08448030375,5285.412262156448,1742.9004041350313,1701.5665046633558,1808.359140125229,Code/experiments/leveled_jet_comparison/results/leveled-main-v2/035-BGV-packed_terminal-e16-d1-j16-sequential.json,449143e5e8a28e344cedc63730f46f1118a3fa624eacdeed8e2337dd6e3c2015
1,leveled-main-v2,BFV,native,sequential,16,2,1,11,4478983440050780511,7,112,1.5.1,16.1.0,32,1,0.192098999999871,2,8192,2,2,120,120.0,2,"[""1152921504606830593"",""1152921504606748673""]",0,[],120,2,BV,UNIFORM_TERNARY,NORESCALE,STANDARD,HPSPOVERQLEVELED,46,136,1,1,3,1,2,0,0,HEStd_128_classic,False,262967,525405,789033,263211,16134144,10.0689,0.0039,3.5095,3.4073,3.6457,7.5567,7.5052,7.7997,9.5062,9.4091,9.8123,0.4316,0.3862,0.4903,0.0029,0.0026,0.0033,21.1092,20.8813,21.3256,105.19450463907766,101.91290523118943,106.28009055063714,47.372709529494244,46.89199834940165,47.8897386656961,Code/experiments/leveled_jet_comparison/results/leveled-main-v2/044-BFV-native-e16-d2-j1-sequential.json,ac2abe96ac4980467ed05e966b60d269d6b9ee86c8e1f8746f991787eeecf092
1,leveled-main-v2,BFV,packed_terminal,sequential,16,2,1,11,4478983440050780511,7,112,1.5.1,16.1.0,32,1,0.24319160000050033,65537,8192,2,2,180,180.0,3,"[""1152921504606830593"",""1152921504606748673"",""1152921504606683137""]",0,[],180,3,BV,UNIFORM_TERNARY,NORESCALE,STANDARD,HPSPOVERQLEVELED,46,136,178,1,3,1,2,0,0,HEStd_128_classic,False,394161,1181191,1182615,394461,18833408,16.0352,0.2121,1.0206,0.975,1.1134,10.1113,10.0076,10.4728,15.0598,14.6045,15.3066,0.6204,0.6093,0.7221,0.0025,0.0022,0.003,26.846799999999998,26.495,26.9529,66.4019442489276,65.33129499692943,68.4720462871033,37.248387144836634,37.101758994393926,37.74297037176826,Code/experiments/leveled_jet_comparison/results/leveled-main-v2/077-BFV-packed_terminal-e16-d2-j1-sequential.json,c4d64bf811bb13b171d9f9394fb436e6e895f159c7876b3d3d235788fd4b7c5f
1,leveled-main-v2,BGV,native,sequential,16,2,1,11,4478983440050780511,7,112,1.5.1,16.1.0,32,1,0.2065411999992648,2,8192,2,2,76,75.135785,4,"[""65537"",""2277377"",""2424833"",""114689""]",60,"[""1152921504606830593""]",136,2,HYBRID,UNIFORM_TERNARY,FLEXIBLEAUTOEXT,STANDARD,HPS,46,136,1,1,3,1,2,0,0,HEStd_128_classic,False,525339,1312681,1576149,263219,18980864,13.7518,0.0079,5.9732,5.9378,6.2734,7.8959,7.6952,8.1872,7.729,7.5041,7.9947,0.4136,0.4108,0.4336,0.0033,0.0029,0.0036,22.1372,21.646299999999997,22.444699999999997,129.38284383490748,125.08286739965227,133.26048426859984,45.17283125237157,44.55394814811515,46.19727158913995,Code/experiments/leveled_jet_comparison/results/leveled-main-v2/003-BGV-native-e16-d2-j1-sequential.json,49d8dd6e478d7c92bf7584439c8459ac090980325109b8e87078d6cd07bf6938
1,leveled-main-v2,BGV,packed_terminal,sequential,16,2,1,11,4478983440050780511,7,112,1.5.1,16.1.0,32,1,0.33384450000085053,65537,16384,2,2,123,122.322789,4,"[""2148728833"",""137439510529"",""137439870977"",""163841""]",120,"[""1152921497895862273"",""1152921422732787713""]",243,2,HYBRID,UNIFORM_TERNARY,FLEXIBLEAUTOEXT,STANDARD,HPS,46,136,356,1,3,1,2,0,0,HEStd_128_classic,False,1049627,3147877,3149013,525371,30425088,33.1118,0.2521,2.5111,2.4669,2.5881,15.339,15.0571,16.0214,16.5446,16.4152,17.153,0.8427,0.8184,0.8634,0.0031,0.0025,0.0036,35.24679999999999,35.0531,36.028000000000006,60.442682204465505,58.298839853086925,60.91914810663288,28.371369883223448,27.75618963028755,28.528147296530122,Code/experiments/leveled_jet_comparison/results/leveled-main-v2/079-BGV-packed_terminal-e16-d2-j1-sequential.json,8f1bcb1dcc216a70903cda4df1b54ff184332587ac997e8fbb401cd251efee11
1,leveled-main-v2,BFV,native,sequential,16,2,16,11,11545218267323642647,7,1792,1.5.1,16.1.0,32,1,2.5623131999982434,2,8192,2,2,120,120.0,2,"[""1152921504606830593"",""1152921504606748673""]",0,[],120,2,BV,UNIFORM_TERNARY,NORESCALE,STANDARD,HPSPOVERQLEVELED,46,136,1,16,48,16,32,0,0,HEStd_128_classic,False,262967,525405,12624528,4211376,60284928,10.2109,0.0118,55.9165,55.4922,57.0676,114.9891,114.3897,115.1769,133.8144,132.9795,134.3394,4.0019,3.9547,4.0747,0.0363,0.0349,0.0368,308.97130000000004,307.2753,309.9627,119.56859650381423,119.10132098252633,120.31929733530356,51.78474505560872,51.61911417083411,52.070569941677704,Code/experiments/leveled_jet_comparison/results/leveled-main-v2/061-BFV-native-e16-d2-j16-sequential.json,96e2da6027ed67bf6fda445208791c8362de7cb0db01cedd14424a4d214f0956
1,leveled-main-v2,BFV,packed_terminal,sequential,16,2,16,11,11545218267323642647,7,1792,1.5.1,16.1.0,32,1,0.24787790000118548,65537,8192,2,2,180,180.0,3,"[""1152921504606830593"",""1152921504606748673"",""1152921504606683137""]",0,[],180,3,BV,UNIFORM_TERNARY,NORESCALE,STANDARD,HPSPOVERQLEVELED,46,136,178,1,3,1,2,0,0,HEStd_128_classic,False,394161,1181191,1182615,394461,18898944,16.0203,0.22,1.0327,1.0122,1.0844,10.303,10.1327,10.9263,15.2202,14.9344,15.4606,0.65,0.6363,0.7013,0.0208,0.0204,0.0217,27.2503,27.072600000000005,27.7455,1051.2345435671016,1034.8886847858428,1071.3520462824083,587.1494992715677,576.6700906453299,591.0034499826392,Code/experiments/leveled_jet_comparison/results/leveled-main-v2/080-BFV-packed_terminal-e16-d2-j16-sequential.json,8c75fd194533d8eb3018b619e96ded9454ff3f14db3fb22e89b79b1a7737b602
1,leveled-main-v2,BGV,native,sequential,16,2,16,11,11545218267323642647,7,1792,1.5.1,16.1.0,32,1,2.6486072999996395,2,8192,2,2,76,75.135785,4,"[""65537"",""2277377"",""2424833"",""114689""]",60,"[""1152921504606830593""]",136,2,HYBRID,UNIFORM_TERNARY,FLEXIBLEAUTOEXT,STANDARD,HPS,46,136,1,16,48,16,32,0,0,HEStd_128_classic,False,525339,1312681,25218384,4211504,81113088,13.8731,0.0154,95.7478,94.8905,155.4,105.5894,104.3756,106.6621,105.4691,105.017,106.3542,4.7125,4.6528,4.7539,0.036,0.0352,0.0389,311.5888,309.6565,373.2075,151.70320027382428,150.44069721741124,152.35628517287677,51.349727589695135,42.87159288063611,51.670157093424486,Code/experiments/leveled_jet_comparison/results/leveled-main-v2/007-BGV-native-e16-d2-j16-sequential.json,d8c65a52e1c482bc85cd85b4fee2bdd8fc6fe69ca0cfa3d3e3b08e0108b1fe8f
1,leveled-main-v2,BGV,packed_terminal,sequential,16,2,16,11,11545218267323642647,7,1792,1.5.1,16.1.0,32,1,0.3428882000007434,65537,16384,2,2,123,122.322789,4,"[""2148728833"",""137439510529"",""137439870977"",""163841""]",120,"[""1152921497895862273"",""1152921422732787713""]",243,2,HYBRID,UNIFORM_TERNARY,FLEXIBLEAUTOEXT,STANDARD,HPS,46,136,356,1,3,1,2,0,0,HEStd_128_classic,False,1049627,3147877,3149013,525371,30449664,34.1064,0.2247,2.6096,2.5616,2.7654,15.548,15.3939,16.0804,16.9167,16.578,17.3411,0.8877,0.8587,0.9296,0.0208,0.0204,0.0216,36.207,35.4951,36.5797,945.8109442148883,922.6634988553205,965.134515623115,441.90349932333527,437.40107217937816,450.766443819006,Code/experiments/leveled_jet_comparison/results/leveled-main-v2/032-BGV-packed_terminal-e16-d2-j16-sequential.json,db0cdec7089b3dcb7c5bbc602b85ab27ddbb9e88100484c1fc73b9ecf2e3be61
